patient_id,name,birth_date,gender,cpf,rg,rg_issuer,mobile_phone,home_phone,office_phone,email,email_secondary,birth_place,birth_state,zip_code,address,number,complement,neighborhood,city,state,country,picture_filename,ethnicity,marital_status,religion,occupation,education,responsible,cns,died,death_info,nationality,indication,indication_observation,active,receive_email,observation,healthinsurance_pack,patientrelatedness_mother_names,patientrelatedness_father_names,tag_names,tag_physician_id
343,Srta. Alexia Correia,,,,,,,(21)9262-1114,,,,Costela, PE,03404-885,Pátio Barbosa,66,,Minaslandia,Porto,,BR,,wh,ma,,Assessor de imprensa,,,,,,,,,,,,,Valentina Monteiro,Bernardo Costela,,
344,Davi Luiz Cavalcanti,1981-01-01,,,,,,,,,,da Mota da Mata, PA,78545-257,Núcleo de Fernandes,93,,Vila Jardim São José,Moura,,BR,,wh,wi,,Gagsman,,,,,,,,,,,,,Valentina Jesus,,,
345,Stephany Cardoso,1992-01-01,,,,,,(51)1888-5755,,,,Cardoso de Cardoso, TO,64199-506,Rua Fernandes,76,,Cardoso,Monteiro,,BR,,ye,,,Militar da Aeronáutica,,,,,,,,,,,,,Kamilly Fernandes,Vitor Gabriel Barros,,
346,Maitê Almeida,1962-01-01,,,,,,,(31)2062-7591,,,, ES,17888-121,Conjunto Maria Sophia Melo,245,,Santo Agostinho,Pinto de Goiás,,BR,,bl,se,,Lavador,,,,,,,,,,,,,Catarina da Conceição,Danilo da Cunha,,
347,Vitor Gabriel Araújo,2025-01-01,,,,,,,(61)2956-6011,,,Farias de Minas, RN,39398-376,Feira Dias,50,,Conjunto Floramar,Dias,,BR,,br,wi,,Técnico de som,,,,,,,,,,,,,Srta. Milena Lima,Luiz Henrique Silva,,
348,Srta. Maria Cecília Barbosa,,,,,,,,(41)9162-6078,,,Moraes Paulista, GO,91134-176,Estação de Peixoto,39,,Vila São Gabriel,Castro,,BR,,,se,,Berçarista,,,,,,,,,,,,,Maitê da Conceição,Diego Fogaça,,
349,Davi Monteiro,,,,,,,(81)1996-4203,,,,Castro das Pedras, SP,74989-596,Lagoa Barbosa,97,,Aguas Claras,Viana,,BR,,ye,,,Físico,,,,,,,,,,,,,Sofia Alves,,,
350,Sr. Vitor Gabriel Peixoto,2017-01-01,,,,,(84)92225-1197,,,,,Barros, AP,85445-288,Pátio de Lima,76,,Estrela Do Oriente,Castro,,BR,,ye,wi,,Co-piloto,,,,,,,,,,,,,Sra. Mariana Ramos,,,
351,Isabel Ramos,,,,,,,(31)3595-8522,,,,,,,,,,,,,BR,,br,st,,Radiooperador de vôo,,,,,,,,,,,,,Letícia da Costa,Francisco Novaes,,
352,Ana Julia Silva,2009-01-01,,,,,,,,,,Souza das Pedras, AM,13430-445,Condomínio de Porto,589,,Cdi Jatoba,Costa da Praia,,BR,,ye,ma,,Retificador,,,,,,,,,,,,,Laís Almeida,Davi Moreira,,
353,Enrico Rocha,1925-01-01,,,,,,,(84)0642-4819,,,,,,,,,,,,BR,,br,wi,,Caminhoneiro,,,,,,,,,,,,,Elisa Nascimento,Benjamin Costela,,
354,Sr. Carlos Eduardo da Cruz,,,,,,,,,,,Novaes das Pedras, PB,63047-713,Vale Gomes,18,,Guarani,Silveira de Fernandes,,BR,,br,ma,,Urbanista,,,,,,,,,,,,,,,,
355,Theo Mendes,2000-01-01,,,,,,(21)3962-5250,,,,da Rosa,,,,,,,,,BR,,bl,,,,,,,,,,,,,,,,Sra. Sofia Silva,Dr. Diogo Mendes,,
356,Dr. Bernardo da Rocha,2023-01-01,,,,,,,(61)3269-8790,,,Cunha, MS,51068-224,Favela de Campos,22,,Nossa Senhora Aparecida,Duarte,,BR,,,st,,Engenheiro de segurança do trabalho,,,,,,,,,,,,,Joana Barbosa,Luigi da Mata,,
357,Vicente Lima,,,,,,,,(81)6761-0970,,,Mendes, RN,22682-004,Lago de Carvalho,2,,Vila São Geraldo,Sales de Silva,,BR,,bl,se,,Coloproctologista,,,,,,,,,,,,,Marina Viana,Pedro Caldeira,,
358,Ana Laura Santos,1998-01-01,,,,,,,,,,Cunha das Flores, RJ,25908-637,Parque Isaac Novaes,,,Califórnia,Lopes da Prata,,BR,,,wi,,Ortopedista,,,,,,,,,,,,,Rafaela Silveira,,,
359,Murilo Duarte,1955-01-01,,,,,,,(31)3489-0853,,,, MS,99283-773,Vila Sales,10,,Itapoa,Duarte,,BR,,ye,ma,,,,,,,,,,,,,,,Rebeca Freitas,Antônio da Conceição,,
360,Levi da Costa,1920-01-01,,,,,,,,,,Cardoso de Nunes, ES,68759-190,Esplanada Barros,30,,Pousada Santo Antonio,Peixoto,,BR,,br,ma,,Psicólogo,,,,,,,,,,,,,Valentina da Luz,Pedro Martins,,
361,Laura Moreira,,,,,,,(71)0417-4768,,,,Vieira, RO,01380-011,Setor de Novaes,35,,Vila Madre Gertrudes 3ª Seção,Sales,,BR,,wh,st,,,,,,,,,,,,,,,Isabelly Moraes,,,
362,Marcelo Nunes,,,,,,,(31)0730-3867,,,,Mendes, RO,61355-437,Estação de Ribeiro,,,Araguaia,Jesus,,BR,,,st,,Adestrador de animais,,,,,,,,,,,,,Caroline Costela,Benjamin Sales,,
363,João Vieira,,,,,,,,,,,Costela, AC,47647-867,Estrada de Pinto,2,,Sagrada Família,Cavalcanti da Prata,,BR,,wh,,,Urbanista,,,,,,,,,,,,,,,,
364,Vitor Hugo Peixoto,1931-01-01,,,,,,(71)5731-0955,,,,Cardoso do Galho, DF,06711-103,Ladeira de Jesus,65,,Buritis,Fogaça da Mata,,BR,,,st,,,,,,,,,,,,,,,Raquel Fogaça,Sr. Felipe Pinto,,
365,Pedro Henrique Pinto,1983-01-01,,,,,,,,,,, RN,90388-339,Vereda de Peixoto,9,,Floresta,das Neves das Flores,,BR,,,se,,Barbeiro,,,,,,,,,,,,,,Kaique Mendes,,
366,Olivia Gomes,1968-01-01,,,,,,(61)1095-9247,,,,Pinto do Sul,,,,,,,,,BR,,bl,wi,,,,,,,,,,,,,,,Nina Dias,João Miguel Carvalho,,
367,Larissa Cunha,,,,,,,(41)3860-5760,,,,Jesus, PR,99641-422,Vila de Silva,934,,Providencia,Rodrigues,,BR,,bl,wi,,Profissional de cinema,,,,,,,,,,,,,Ana Carolina Melo,Ian Cardoso,,
368,Emilly Almeida,2052-01-01,,,,,,,,,,Araújo, PI,76113-574,Conjunto Monteiro,575,,Pindura Saia,Nascimento de Goiás,,BR,,ye,ma,,Catador de material reciclável,,,,,,,,,,,,,Mariane Novaes,Leonardo Teixeira,,
369,Alexandre Melo,1955-01-01,,,,,,,(41)7359-3316,,,da Rocha, PE,58157-425,Residencial Lara Barbosa,91,,Frei Leopoldo,Campos Grande,,BR,,,wi,,Lixeiro/Coletor de lixo,,,,,,,,,,,,,,André Nascimento,,
370,Lorena Viana,,,,,,,,(51)4067-1162,,,Almeida, RJ,10389-226,Núcleo Carolina Campos,1,,Trevo,Rezende,,BR,,,wi,,Limpador de vidros,,,,,,,,,,,,,Dra. Maria Julia Porto,Miguel Cardoso,,
371,Luiz Felipe Ramos,1961-01-01,,,,,,,,,,Novaes da Prata, RJ,90516-648,Praia de Vieira,2,,Vila Maria,Gonçalves,,BR,,ye,st,,Capitão,,,,,,,,,,,,,Carolina da Mata,Sr. Calebe Aragão,,
372,Dr. Davi Luiz Ramos,1941-01-01,,,,,,,(41)5432-9017,,,Lima das Pedras, PE,56557-614,Lago Augusto Alves,7,,Diamante,Melo,,BR,,wh,wi,,Coveiro/Sepultador,,,,,,,,,,,,,Eloah Novaes,Gustavo Carvalho,,
373,Daniel da Mota,2027-01-01,,,,,(55)90770-7545,,,,,Araújo Grande,,,,,,,,,BR,,,st,,Cabeleireiro,,,,,,,,,,,,,,Diogo Freitas,,
374,Olivia Barbosa,1985-01-01,,,,,,,(71)1226-3787,,,, CE,36717-497,Setor de Pereira,79,,São Pedro,Rocha da Prata,,BR,,,st,,,,,,,,,,,,,,,Eloah Souza,,,
375,Luiz Felipe da Mota,1948-01-01,,,,,,,(81)3968-9524,,,das Neves,,,,,,,,,BR,,,,,Hematologista,,,,,,,,,,,,,Raquel Carvalho,Vitor Gabriel da Luz,,
376,Mariane Teixeira,1969-01-01,,,,,(55)94668-7377,,,,,Araújo do Amparo, BA,31418-121,Alameda Nathan Castro,36,,João Alfredo,Freitas de Minas,,BR,,wh,st,,Chapeiro,,,,,,,,,,,,,Isis Viana,,,
377,Isadora Farias,2023-01-01,,,,,,,,,,Pinto do Galho, BA,05377-791,Núcleo da Luz,,,Serrano,Freitas Paulista,,BR,,,st,,Moldureiro,,,,,,,,,,,,,Carolina da Costa,Bruno Peixoto,,
378,Dr. João da Paz,1957-01-01,,,,,(55)93128-3744,,,,,, RJ,72441-717,Loteamento Duarte,86,,Santa Amelia,Ribeiro Verde,,BR,,,st,,,,,,,,,,,,,,,Yasmin Martins,Luiz Henrique Ribeiro,,
379,Cauã Cavalcanti,1998-01-01,,,,,(55)90712-0324,,,,,, ES,55510-808,Avenida Melo,681,,Jaqueline,Alves,,BR,,bl,se,,Químico,,,,,,,,,,,,,Ana Clara Viana,Miguel Pereira,,
380,Bernardo da Conceição,,,,,,,,,,,da Rocha, MS,10985-814,Alameda Alexandre da Mata,,,Mineirão,Cavalcanti,,BR,,wh,ma,,Neonatologista,,,,,,,,,,,,,Raquel Moura,,,
381,Bryan Cunha,1944-01-01,,,,,(55)95769-0094,,,,,Vieira, MG,22577-960,Conjunto Gonçalves,43,,Satelite,Porto,,BR,,bl,ma,,,,,,,,,,,,,,,Sofia Costela,Alexandre Pereira,,
382,Marcos Vinicius Freitas,1935-01-01,,,,,(11)98950-9573,,,,,,,,,,,,,,BR,,bl,,,Sargento,,,,,,,,,,,,,Laís Castro,Murilo Azevedo,,
383,Sophia Lima,1985-01-01,,,,,(55)99272-3829,,,,,,,,,,,,,,BR,,wh,se,,,,,,,,,,,,,,,Ana Júlia Lopes,Erick Oliveira,,
384,Esther da Cruz,,,,,,,(41)8696-5586,,,,da Cunha de Sales, PI,75247-673,Viaduto Souza,75,,Camargos,Ferreira,,BR,,,st,,Teólogo,,,,,,,,,,,,,Rafaela Silveira,Marcos Vinicius Gonçalves,,
385,Vicente Dias,1965-01-01,,,,,,,(84)4274-8883,,,Pinto de Azevedo, PB,18036-750,Recanto de Barros,669,,Vila Independencia 3ª Seção,Correia,,BR,,,se,,,,,,,,,,,,,,,Dra. Larissa Freitas,Benício Nunes,,
386,João Miguel da Paz,2025-01-01,,,,,,(51)6644-0625,,,,Costela de Goiás, RN,98895-756,Recanto Rezende,53,,Ribeiro De Abreu,Araújo da Mata,,BR,,wh,wi,,Numerólogo,,,,,,,,,,,,,Sra. Isadora Cunha,,,
387,Maria Sophia Costela,2034-01-01,,,,,,(81)8840-0427,,,,da Cruz, TO,66251-789,Favela Cecília Moura,880,,Vila Jardim Alvorada,Teixeira,,BR,,ye,ma,,Soldador,,,,,,,,,,,,,Brenda Lima,,,
388,Lorenzo da Mota,1970-01-01,,,,,,,(41)8153-4436,,,Caldeira, PB,37638-670,Condomínio Aragão,38,,Barreiro,Campos do Galho,,BR,,ye,wi,,Lutador de karatê,,,,,,,,,,,,,Milena Rezende,Erick Azevedo,,
389,Ana Vitória Barbosa,1992-01-01,,,,,,,,,,, PB,34630-510,Recanto de Teixeira,6,,Vila Pilar,Novaes,,BR,,br,se,,Assessor de imprensa,,,,,,,,,,,,,Juliana Silveira,Vitor Cardoso,,
390,Larissa da Luz,1962-01-01,,,,,,,,,,Lopes, PE,59446-517,Parque Laura Dias,18,,Zilah Sposito,Vieira de Minas,,BR,,bl,,,Tecelão,,,,,,,,,,,,,Isabelly Azevedo,Vitor Gabriel da Costa,,
391,Yago Moraes,1948-01-01,,,,,,,,,,da Luz, PR,39156-862,Lago de Costela,,,Jardim Do Vale,Vieira,,BR,,wh,wi,,Ourives,,,,,,,,,,,,,,Davi Ramos,,
392,Gabriela Lima,2052-01-01,,,,,,,(84)8063-1828,,,Pinto do Norte, TO,18790-352,Estação Cardoso,84,,Vila Coqueiral,Mendes da Serra,,BR,,bl,se,,Sonoplasta,,,,,,,,,,,,,,Fernando da Cunha,,
393,Diego Moraes,1979-01-01,,,,,,,(71)6177-9009,,,Cunha, TO,17575-503,Feira de da Costa,43,,Estoril,Castro do Oeste,,BR,,br,,,Homeopata,,,,,,,,,,,,,Giovanna Martins,Sr. Nathan Pinto,,
394,Theo Peixoto,1992-01-01,,,,,(55)95214-8985,,,,,da Conceição de Correia, GO,84456-342,Trecho Gonçalves,105,,Conjunto Paulo Vi,Gomes Alegre,,BR,,ye,se,,Separador,,,,,,,,,,,,,Maria da Cunha,,,
395,Emanuel Souza,1944-01-01,,,,,,(31)5781-1932,,,,da Rocha do Oeste, AP,28840-541,Vila Theo Souza,,,São João Batista,Carvalho Alegre,,BR,,wh,,,Radioterapêutico,,,,,,,,,,,,,Heloísa Gomes,Pedro Lucas da Luz,,
396,Srta. Clarice Lima,1974-01-01,,,,,(55)91955-8296,,,,,da Conceição do Norte, SP,05403-947,Aeroporto de Lima,634,,Lorena,Fernandes,,BR,,,se,,Pastilheiro,,,,,,,,,,,,,Gabriela da Cunha,Joaquim Novaes,,
397,Diego da Conceição,,,,,,,,(51)0557-1120,,,Almeida da Praia, SE,32696-965,Núcleo de Moura,66,,Alípio De Melo,Teixeira de Ferreira,,BR,,br,,,Mãe social,,,,,,,,,,,,,Valentina Moreira,Luiz Otávio Nogueira,,
398,Manuela Farias,,,,,,,,(84)0140-2682,,,Nascimento de Almeida, ES,69959-524,Viela de Aragão,8,,Grajaú,Cardoso da Praia,,BR,,br,st,,Harpista,,,,,,,,,,,,,Elisa Fernandes,Cauã Carvalho,,
399,Gustavo Henrique Rocha,1945-01-01,,,,,,(51)3159-1168,,,,Cavalcanti Paulista, PI,05444-381,Rodovia Luigi Moura,544,,Beira Linha,Oliveira,,BR,,br,,,Topógrafo,,,,,,,,,,,,,,Vitor Caldeira,,
400,Samuel Silveira,1940-01-01,,,,,(81)91656-3314,,,,,Rocha, SC,82038-395,Travessa de Melo,8,,Europa,Viana,,BR,,wh,se,,Tecnólogo em Ciências das plantas medicinais,,,,,,,,,,,,,,,,
401,Lívia Porto,,,,,,,(84)5527-8415,,,,Peixoto de Nunes, MA,81403-189,Travessa Arthur Souza,13,,Delta,Rodrigues de Barbosa,,BR,,ye,wi,,Alfaiate,,,,,,,,,,,,,Manuela Cavalcanti,Sr. Miguel Peixoto,,
402,Brenda Caldeira,1981-01-01,,,,,,,,,,,,,,,,,,,BR,,,wi,,Administrador de banco de dados DBA,,,,,,,,,,,,,Maria Fernanda Cunha,Renan Gomes,,
403,Anthony Campos,2033-01-01,,,,,(55)96182-7443,,,,,Vieira Verde, MA,86551-958,Esplanada da Rocha,1,,Vila Maria,Rocha dos Dourados,,BR,,,wi,,,,,,,,,,,,,,,,João Miguel da Costa,,
404,Ana Lívia Viana,1947-01-01,,,,,(55)94090-5900,,,,,Porto, PR,19145-465,Vale Vieira,59,,Pedreira Padro Lopes,Nascimento do Oeste,,BR,,ye,wi,,Químico farmacêutico,,,,,,,,,,,,,Ana Sophia Porto,Kaique Cavalcanti,,
405,Erick Ramos,1940-01-01,,,,,,(51)9100-5350,,,,Fernandes, AP,16757-127,Ladeira de Moraes,,,Estrela Do Oriente,Fernandes do Sul,,BR,,br,se,,Piloto de avião,,,,,,,,,,,,,Ana Laura Moreira,Augusto das Neves,,
406,Pedro Miguel Souza,,,,,,,,(11)5549-2380,,,, GO,35125-832,Conjunto Caldeira,57,,Zilah Sposito,Barros da Serra,,BR,,,,,Embalador,,,,,,,,,,,,,Cecília Castro,Dr. Daniel Ramos,,
407,Bárbara da Cunha,,,,,,(84)94555-3723,,,,,Caldeira de Goiás, GO,02343-029,Trevo de Rodrigues,,,Conjunto Providencia,Moraes,,BR,,br,ma,,Engenheiro de aquicultura,,,,,,,,,,,,,Heloísa Aragão,Danilo Ribeiro,,
408,Stephany Lopes,2039-01-01,,,,,(55)99590-5836,,,,,Farias,,,,,,,,,BR,,wh,wi,,Estoquista,,,,,,,,,,,,,Emanuelly Gonçalves,,,
409,Agatha Teixeira,2017-01-01,,,,,,,,,,Aragão do Galho, RJ,82580-193,Trevo de Viana,76,,Vila São João Batista,Castro dos Dourados,,BR,,,wi,,Apontador de mão-de-obra,,,,,,,,,,,,,Milena Moura,Nathan Freitas,,
410,Gabrielly Rezende,1977-01-01,,,,,,(11)9990-5028,,,,Ferreira, RR,53307-651,Distrito de Santos,,,Mantiqueira,Campos do Sul,,BR,,bl,se,,,,,,,,,,,,,,,Srta. Ana Sophia Moraes,Leonardo Costela,,
411,Calebe Cavalcanti,1958-01-01,,,,,,,,,,Cardoso, CE,18171-917,Estrada Rezende,13,,Califórnia,da Mota de Minas,,BR,,wh,ma,,Atleta de tiro com arco,,,,,,,,,,,,,Fernanda Dias,Emanuel Nunes,,
412,Ana Lívia Costa,1938-01-01,,,,,,,,,,, RJ,33463-805,Alameda Erick Moraes,,,Nova America,Cavalcanti,,BR,,ye,st,,Notário,,,,,,,,,,,,,Maria Eduarda Martins,Bernardo Pires,,
413,Esther da Paz,1997-01-01,,,,,,(84)7011-5124,,,,,,,,,,,,,BR,,,ma,,Empregado doméstico,,,,,,,,,,,,,Bruna Rocha,Arthur Moraes,,
414,Ana Sophia da Cunha,1921-01-01,,,,,,,,,,Caldeira de Peixoto, MG,48010-532,Feira Melo,77,,Vila Mantiqueira,Novaes,,BR,,br,st,,,,,,,,,,,,,,,Evelyn Cunha,Noah Santos,,
415,Bruno Monteiro,,,,,,,,,,,, PI,01543-990,Viela da Paz,54,,Horto Florestal,Sales,,BR,,wh,,,Tecelão,,,,,,,,,,,,,Amanda Fogaça,Noah da Rosa,,
416,Marcelo Porto,2047-01-01,,,,,(55)93837-2504,,,,,Teixeira, MA,22610-304,Ladeira Vitor Gabriel Nogueira,37,,Vila São Paulo,Mendes,,BR,,bl,se,,Ascensorista,,,,,,,,,,,,,Alice Farias,,,
417,Igor Pereira,,,,,,(61)95990-3128,,,,,Costa da Mata, RS,74021-392,Setor de Ribeiro,84,,Aeroporto,Pinto de da Cunha,,BR,,br,ma,,Designer de moda,,,,,,,,,,,,,Manuela das Neves,Calebe Rezende,,
418,Alice Castro,1972-01-01,,,,,,,(51)9444-3035,,,Peixoto Grande,,,,,,,,,BR,,bl,st,,Controlador de vôo,,,,,,,,,,,,,Maria Luiza das Neves,Gabriel Lopes,,
419,Benjamin Azevedo,1989-01-01,,,,,,(71)3041-4466,,,,da Mota, RO,53170-142,Praça Isadora Cavalcanti,8,,Vila Ouro Minas,Nunes da Praia,,BR,,wh,st,,,,,,,,,,,,,,,Sra. Maria Cecília Pereira,Pedro Henrique Almeida,,
420,Bianca da Mota,1940-01-01,,,,,(41)91381-6370,,,,,Fernandes do Sul,,,,,,,,,BR,,wh,ma,,Vigia parlamentar,,,,,,,,,,,,,Larissa Dias,Davi Luiz Gomes,,
421,Melissa Lopes,2028-01-01,,,,,,(21)7844-1783,,,,, MG,69332-806,Lago Valentina da Cunha,281,,Bom Jesus,Carvalho,,BR,,ye,st,,Economista,,,,,,,,,,,,,Emilly Nascimento,Sr. Calebe Silva,,
422,Ana Nunes,,,,,,,(71)0068-3021,,,,Souza, AL,13710-066,Lagoa de Barros,5,,Monte Azul,Rocha,,BR,,wh,ma,,Montador de negativos,,,,,,,,,,,,,Sra. Fernanda Nunes,,,
423,Enzo Cavalcanti,1963-01-01,,,,,,,(71)3060-7545,,,Caldeira Paulista, GO,30562-712,Vila Farias,31,,Buraco Quente,Freitas do Campo,,BR,,wh,,,Encanador,,,,,,,,,,,,,Sofia Lopes,,,
424,Dr. Murilo Gomes,1972-01-01,,,,,,,,,,Novaes, PA,71314-930,Viela Francisco Moraes,1,,Vila Santa Monica 2ª Seção,Ferreira,,BR,,ye,st,,Radiologista,,,,,,,,,,,,,,Davi Lucas Nunes,,
425,Diego Pinto,2023-01-01,,,,,,(81)6756-1411,,,,Azevedo, AM,94880-510,Ladeira de Ferreira,42,,Anchieta,Alves do Campo,,BR,,bl,wi,,Peixeiro,,,,,,,,,,,,,Luiza Ribeiro,,,
426,Pedro Rodrigues,1971-01-01,,,,,,,,,,da Luz do Oeste, PA,72249-087,Chácara Costela,,,Cidade Jardim,da Cunha,,BR,,br,ma,,Cientista político,,,,,,,,,,,,,,Arthur Oliveira,,
427,Anthony Pereira,1944-01-01,,,,,,(71)3132-3480,,,,Rocha,,,,,,,,,BR,,,ma,,,,,,,,,,,,,,,Srta. Marina Silveira,Kaique Rezende,,
428,Gabrielly da Cunha,1973-01-01,,,,,,(21)7278-7102,,,,Nascimento do Amparo, TO,57725-949,Residencial Peixoto,3,,Serrano,Martins,,BR,,bl,ma,,Perito judicial,,,,,,,,,,,,,Maria Azevedo,Lorenzo Duarte,,
429,Emanuelly Souza,1993-01-01,,,,,,,(41)3985-6199,,,,,,,,,,,,BR,,ye,wi,,Dermatologista,,,,,,,,,,,,,Lívia Azevedo,Sr. Yago Azevedo,,
430,João Vitor Novaes,2042-01-01,,,,,,,(31)5041-5842,,,Aragão, MG,39091-926,Lago Gonçalves,29,,Vila Real 2ª Seção,Ferreira da Mata,,BR,,bl,se,,Administrador,,,,,,,,,,,,,,Luiz Otávio Campos,,
431,Carlos Eduardo da Rosa,2042-01-01,,,,,,,,,,Costela do Sul, PR,39604-606,Viaduto Costela,73,,Conjunto Santa Maria,Barbosa,,BR,,br,,,Bombeiro,,,,,,,,,,,,,,Dr. Davi da Luz,,
432,Joana Moura,1941-01-01,,,,,(51)99464-3599,,,,,Azevedo de Porto, SC,27863-608,Conjunto de Pinto,29,,Vila Das Oliveiras,Pinto,,BR,,bl,ma,,,,,,,,,,,,,,,Sra. Raquel Rodrigues,Dr. Pedro Lucas Freitas,,
433,Vitor Fernandes,1994-01-01,,,,,,,(41)0485-6336,,,Azevedo da Serra, RR,84401-777,Área Milena da Cruz,471,,Paulo Vi,Sales,,BR,,bl,st,,Analista de sistemas,,,,,,,,,,,,,Ana Vitória Sales,Dr. Lucas Gabriel Rocha,,
434,Levi da Cruz,1952-01-01,,,,,(21)90619-0040,,,,,da Conceição, RJ,87865-073,Colônia da Costa,,,Flavio Marques Lisboa,Ramos,,BR,,,,,Neurocirurgião,,,,,,,,,,,,,Srta. Lavínia Rodrigues,João Vitor Dias,,
435,Luiz Henrique Cardoso,2029-01-01,,,,,,(81)8628-0200,,,,da Cruz, RO,43446-674,Viela de da Rocha,65,,Alta Tensão 1ª Seção,Cardoso,,BR,,,,,Técnico em arquivo,,,,,,,,,,,,,Dra. Elisa da Rosa,Renan Nunes,,
436,Davi Lucca Duarte,2011-01-01,,,,,,(21)4566-4478,,,,Barros, RN,80938-920,Condomínio de Silva,61,,Betânia,Fogaça dos Dourados,,BR,,,wi,,Cozinheira,,,,,,,,,,,,,,Pedro Lucas Gomes,,
437,Cauã Azevedo,2036-01-01,,,,,,,,,,Pereira de Lima,,,,,,,,,BR,,bl,,,Ambientalista,,,,,,,,,,,,,,Gustavo Henrique Cunha,,
438,Sophia da Paz,2008-01-01,,,,,,,,,,Fogaça de Pires,,,,,,,,,BR,,,,,Atuário,,,,,,,,,,,,,Brenda Moraes,João Felipe Fernandes,,
439,Esther Cardoso,2037-01-01,,,,,(55)96810-9488,,,,,Costela de Silva, PR,24745-725,Morro Maria Carvalho,59,,Vila Santa Rosa,Cardoso do Norte,,BR,,bl,se,,,,,,,,,,,,,,,Melissa Sales,Ian Campos,,
440,Dr. Pedro Miguel Lima,1993-01-01,,,,,,(81)7273-1641,,,,Ferreira, AM,38211-488,Sítio de Correia,,,Conjunto Jardim Filadélfia,Alves,,BR,,,ma,,Educador,,,,,,,,,,,,,Sra. Maria Sophia Fernandes,Daniel Fernandes,,
441,João Guilherme Cardoso,1994-01-01,,,,,,,(51)5710-0152,,,da Mota Grande, TO,97840-663,Sítio Rebeca Lopes,521,,Vila Da Ária,Ramos,,BR,,br,wi,,Atleta de arremesso de peso,,,,,,,,,,,,,Camila Costela,Murilo Teixeira,,
442,Noah Nascimento,2013-01-01,,,,,(55)93459-2999,,,,,Caldeira, DF,95423-579,Estrada Fogaça,,,Senhor Dos Passos,Freitas do Galho,,BR,,ye,se,,,,,,,,,,,,,,,,Dr. Raul Martins,,
443,Ana Luiza Rezende,1934-01-01,,,,,,,,,,Araújo,,,,,,,,,BR,,br,st,,Técnico em edificações,,,,,,,,,,,,,Heloísa Pinto,Felipe Pinto,,
444,Sra. Mirella Fernandes,1970-01-01,,,,,,(11)2662-5438,,,,Costa das Flores, CE,22830-157,Sítio Cardoso,39,,Esplanada,Carvalho da Prata,,BR,,,ma,,,,,,,,,,,,,,,Helena Barros,Luiz Otávio Cardoso,,
445,Srta. Lorena da Costa,2037-01-01,,,,,,,(11)8088-1735,,,Peixoto Paulista, PI,75432-754,Recanto de Jesus,7,,Vila Madre Gertrudes 1ª Seção,Dias das Flores,,BR,,br,,,,,,,,,,,,,,,,Agatha Gonçalves,Sr. Davi Lucca Duarte,,
446,Kaique Barros,,,,,,(71)92328-2474,,,,,Campos,,,,,,,,,BR,,bl,st,,Pizzaiolo,,,,,,,,,,,,,Dra. Manuela Gonçalves,Eduardo Correia,,
447,Luiz Henrique Barbosa,1965-01-01,,,,,,,(51)9517-5244,,,Ferreira,,,,,,,,,BR,,wh,,,Encarregado de manutenção predial,,,,,,,,,,,,,Manuela da Rocha,Vitor Hugo Castro,,
448,Luiz Otávio Pires,1976-01-01,,,,,,(31)8974-0292,,,,da Paz de Mendes, PA,77630-640,Viela Letícia da Mota,41,,Pilar,Jesus,,BR,,ye,,,Surfista,,,,,,,,,,,,,Sra. Camila da Mata,Carlos Eduardo Caldeira,,
449,Mariana Peixoto,1942-01-01,,,,,,,(84)9804-1567,,,, AP,26301-262,Alameda de Araújo,80,,Jaraguá,Campos,,BR,,br,se,,Sexólogo,,,,,,,,,,,,,Laura da Rosa,Rafael Freitas,,
450,Dr. Nicolas Rocha,2022-01-01,,,,,,(51)0346-1951,,,,Barbosa Grande, AP,74681-368,Esplanada de Lopes,53,,Horto Florestal,Moreira,,BR,,,se,,Degustador,,,,,,,,,,,,,Lara Almeida,Lorenzo Moreira,,
451,André Barbosa,1990-01-01,,,,,,(84)9594-8422,,,,, PR,54205-168,Condomínio Sales,64,,Santo Antônio,Pinto,,BR,,br,st,,Cientista da informação e documentação,,,,,,,,,,,,,Vitória Silva,Igor Sales,,
452,Raquel Souza,,,,,,,,,,,das Neves de Novaes, RJ,84613-144,Ladeira de Carvalho,27,,Nossa Senhora Aparecida,Cardoso,,BR,,br,se,,Engenheiro mecânico,,,,,,,,,,,,,Juliana Duarte,Sr. Levi Cavalcanti,,
453,Dra. Manuela Rocha,2018-01-01,,,,,,,(84)6165-5244,,,da Conceição de Silva, RS,97157-617,Colônia Monteiro,53,,Santo Agostinho,Melo do Galho,,BR,,br,,,,,,,,,,,,,,,,Srta. Maria Ferreira,,,
454,Daniela Gonçalves,1991-01-01,,,,,,,(11)4201-4479,,,Nunes do Sul, SC,01515-251,Passarela de Costela,11,,Vila Nova Gameleira 1ª Seção,da Conceição de Pereira,,BR,,ye,se,,,,,,,,,,,,,,,Maria Sophia Viana,Arthur Martins,,
455,Theo Cardoso,1967-01-01,,,,,,,(41)1628-7188,,,Alves de Cardoso, RO,35097-123,Sítio de Alves,24,,Pirineus,Gomes de Freitas,,BR,,br,wi,,Diarista,,,,,,,,,,,,,Yasmin Teixeira,Dr. Cauê Lima,,
456,João Felipe Ribeiro,1978-01-01,,,,,,,,,,,,,,,,,,,BR,,br,wi,,Diretor de cinema,,,,,,,,,,,,,Agatha Almeida,Arthur das Neves,,
